,Zotu.1207,Zotu.0324,Zotu.0586,Zotu.0079,Zotu.0273,Zotu.0025,Zotu.1677,Zotu.1692,Zotu.0460,Zotu.0631,Zotu.0760,Zotu.0961,Zotu.1811,Zotu.0140,Zotu.1588,Zotu.0157,Zotu.0709,Zotu.0208,Zotu.1497,Zotu.1796,Zotu.0766,Zotu.1884,Zotu.0279,Zotu.1009,Zotu.0745,Zotu.0167,Zotu.0708,Zotu.1579,Zotu.0915,Zotu.0568,Zotu.0683,Zotu.0604,Zotu.0379,Zotu.0778,Zotu.0107,Zotu.0227,Zotu.1187,Zotu.0251,Zotu.0028,Zotu.0093,Zotu.0047,Zotu.0653,Zotu.1450,Zotu.1508,Zotu.0260,Zotu.1543,Zotu.0190,Zotu.1343,Zotu.1168,Zotu.1082,Zotu.0795,Zotu.0146,Zotu.1726,Zotu.1080,Zotu.1418,Zotu.0170,Zotu.1536,Zotu.0131,Zotu.1635,Zotu.1858,Zotu.1624,Zotu.1069,Zotu.1841,Zotu.1622,Zotu.0858,Zotu.0608,Zotu.0012,Zotu.1318,Zotu.0678,Zotu.0447,Zotu.0390,Zotu.0276,Zotu.0616,Zotu.0169,Zotu.0981,Zotu.1248,Zotu.0854,Zotu.0135,Zotu.0457,Zotu.0920,Zotu.1149,Zotu.0380,Zotu.0357,Zotu.0930,Zotu.0781,Zotu.0668,Zotu.1059,Zotu.0184,Zotu.1294,Zotu.0242,Zotu.0491,Zotu.0217,Zotu.1034,Zotu.0472,Zotu.0462,Zotu.1874,Zotu.0584,Zotu.0407,Zotu.0129,Zotu.1378,Zotu.0350,Zotu.0021,Zotu.0205,Zotu.1244,Zotu.0180,Zotu.1206,Zotu.2043,Zotu.0779,Zotu.1761,Zotu.0387,Zotu.0940,Zotu.0575,Zotu.1576,Zotu.0701,Zotu.0183,Zotu.0307,Zotu.1965,Zotu.0353,Zotu.0413,Zotu.0855,Zotu.0906,Zotu.0933,Zotu.1239,Zotu.0659,Zotu.1850,Zotu.0495,Zotu.1728,Zotu.0962,Zotu.1602,Zotu.0761,Zotu.1261,Zotu.1625,Zotu.1534,Zotu.1100,Zotu.1323,Zotu.1284,Zotu.0032,Zotu.1516,Zotu.0746,Zotu.0963,Zotu.0891,Zotu.1342,Zotu.1582,Zotu.1314,Zotu.1319,Zotu.0727,Zotu.1106,Zotu.0364,Zotu.1549,Zotu.1370,Zotu.1861,Zotu.1605,Zotu.1041,Zotu.0951,Zotu.1528,Zotu.0984,Zotu.0451,Zotu.0553,Zotu.0530,Zotu.1242,Zotu.0811,Zotu.1492,Zotu.1773,Zotu.1278,Zotu.0061,Zotu.0688,Zotu.0010,Zotu.0667,Zotu.1666,Zotu.0212,Zotu.1854,Zotu.1052,Zotu.0248,Zotu.2038,Zotu.1076,Zotu.1390,Zotu.0877,Zotu.1043,Zotu.0655,Zotu.1219,Zotu.0596,Zotu.1574,Zotu.0108,Zotu.0202,Zotu.0027,Zotu.1238,Zotu.0038,Zotu.1453,Zotu.1713,Zotu.0759,Zotu.0014,Zotu.0733,Zotu.0066,Zotu.0255,Zotu.0198,Zotu.0366,Zotu.0116,Zotu.0214,Zotu.1509,Zotu.0269,Zotu.0002,Zotu.0158,Zotu.0003,Zotu.1766,Zotu.0017,Zotu.0020,Zotu.0673,Zotu.2025,Zotu.0095,Zotu.0975,Zotu.1158,Zotu.1394,Zotu.0058,Zotu.0201,Zotu.0681,Zotu.0104,Zotu.0007,Zotu.0401,Zotu.0909,Zotu.1071,Zotu.0459,Zotu.0515,Zotu.1864,Zotu.0291,Zotu.1498,Zotu.0340,Zotu.1376,Zotu.2023,Zotu.1971,Zotu.0660,Zotu.0386,Zotu.1718,Zotu.1300,Zotu.0720,Zotu.1075,Zotu.0971,Zotu.1847,Zotu.1801,Zotu.0241,Zotu.0508,Zotu.0296,Zotu.0504,Zotu.0730,Zotu.1048,Zotu.0976,Zotu.1548,Zotu.0501,Zotu.0651,Zotu.0763,Zotu.0188,Zotu.0244,Zotu.0100,Zotu.1247,Zotu.0429,Zotu.0942,Zotu.0331,Zotu.0543,Zotu.1907,Zotu.0355,Zotu.0751,Zotu.0381,Zotu.1526,Zotu.1011,Zotu.0831,Zotu.0535,Zotu.0436,Zotu.0142,Zotu.0819,Zotu.1050,Zotu.0318,Zotu.1877,Zotu.1928,Zotu.1976,Zotu.0923,Zotu.2052,Zotu.1449,Zotu.0804,Zotu.1070,Zotu.1113,Zotu.0755,Zotu.1107,Zotu.1285,Zotu.1717,Zotu.1148,Zotu.1259,Zotu.0814,Zotu.0001,Zotu.1633,Zotu.1517,Zotu.0992,Zotu.0835,Zotu.0595,Zotu.0601,Zotu.0888,Zotu.0921,Zotu.1138,Zotu.0121,Zotu.0444,Zotu.0162,Zotu.0787,Zotu.0810,Zotu.1036,Zotu.1693,Zotu.0406,Zotu.0297,Zotu.0833,Zotu.0723,Zotu.1742,Zotu.1428,Zotu.0321,Zotu.0439,Zotu.1426,Zotu.1085,Zotu.0330,Zotu.1787,Zotu.0841,Zotu.0233,Zotu.0289,Zotu.0153,Zotu.0319,Zotu.0802,Zotu.0585,Zotu.1793,Zotu.0813,Zotu.0562,Zotu.0373,Zotu.1430,Zotu.0410,Zotu.1454,Zotu.0050,Zotu.0754,Zotu.0159,Zotu.1661,Zotu.0145,Zotu.1665,Zotu.0699,Zotu.1495,Zotu.1035,Zotu.0147,Zotu.0506,Zotu.1321,Zotu.0161,Zotu.0689,Zotu.1563,Zotu.1746,Zotu.1358,Zotu.0548,Zotu.0664,Zotu.0966,Zotu.0721,Zotu.0275,Zotu.0174,Zotu.0128,Zotu.1859,Zotu.0550,Zotu.0009,Zotu.0091,Zotu.0600,Zotu.0278,Zotu.0309,Zotu.0409,Zotu.0194,Zotu.0052,Zotu.1404,Zotu.0022,Zotu.0332,Zotu.1017,Zotu.0259,Zotu.1089,Zotu.1066,Zotu.1942,Zotu.0719,Zotu.0144,Zotu.0302,Zotu.0019,Zotu.1403,Zotu.1253,Zotu.1184,Zotu.0375,Zotu.0461,Zotu.1502,Zotu.0295,Zotu.0995,Zotu.0948,Zotu.0614,Zotu.1639,Zotu.0576,Zotu.1893,Zotu.1470,Zotu.1369,Zotu.0168,Zotu.0148,Zotu.0172,Zotu.0057,Zotu.1551,Zotu.1427,Zotu.0551,Zotu.0519,Zotu.0797,Zotu.0726,Zotu.1185,Zotu.0735,Zotu.0018,Zotu.0926,Zotu.0011,Zotu.0005,Zotu.0492,Zotu.0200,Zotu.0954,Zotu.0924,Zotu.1467,Zotu.1141,Zotu.0096,Zotu.0280,Zotu.1186,Zotu.1948,Zotu.1362,Zotu.0154,Zotu.0615,Zotu.0907,Zotu.0537,Zotu.0399,Zotu.0500,Zotu.0026,Zotu.0594,Zotu.1129,Zotu.1452,Zotu.0627,Zotu.0370,Zotu.0094,Zotu.0155,Zotu.0245,Zotu.0037,Zotu.0310,Zotu.1591,Zotu.1637,Zotu.0505,Zotu.0186,Zotu.0085,Zotu.1018,Zotu.0199,Zotu.0849,Zotu.0354,Zotu.0262,Zotu.0396,Zotu.1377,Zotu.0649,Zotu.0185,Zotu.0434,Zotu.0525,Zotu.0435,Zotu.1299,Zotu.1286,Zotu.0638,Zotu.0282,Zotu.1990,Zotu.1087,Zotu.1578,Zotu.0731,Zotu.0338,Zotu.0382,Zotu.1506,Zotu.0684,Zotu.0565,Zotu.1006,Zotu.1503,Zotu.0315,Zotu.0263,Zotu.0393,Zotu.0418,Zotu.0069,Zotu.0231,Zotu.0320,Zotu.1592,Zotu.1954,Zotu.0127,Zotu.0042,Zotu.0883,Zotu.1690,Zotu.1142,Zotu.1604,Zotu.1483,Zotu.0254,Zotu.1488,Zotu.0265,Zotu.0884,Zotu.1810,Zotu.1182,Zotu.0518,Zotu.1057,Zotu.0101,Zotu.1931,Zotu.0305,Zotu.0488,Zotu.1040,Zotu.1341,Zotu.1202,Zotu.1944,Zotu.0644,Zotu.0712,Zotu.0197,Zotu.1540,Zotu.0764,Zotu.0580,Zotu.0540,Zotu.1676,Zotu.1060,Zotu.0748,Zotu.0065,Zotu.0670,Zotu.1234,Zotu.1442,Zotu.0454,Zotu.0385,Zotu.0152,Zotu.0335,Zotu.0967,Zotu.1701,Zotu.0299,Zotu.0267,Zotu.0064,Zotu.1529,Zotu.0468,Zotu.1213,Zotu.0852,Zotu.1188,Zotu.0527,Zotu.0536,Zotu.0943,Zotu.0004,Zotu.0698,Zotu.0237,Zotu.1873,Zotu.0211,Zotu.1019,Zotu.0549,Zotu.0226,Zotu.1271,Zotu.0228,Zotu.2006,Zotu.0908,Zotu.1058,Zotu.1988,Zotu.0628,Zotu.0031,Zotu.0120,Zotu.0449,Zotu.0692,Zotu.0118,Zotu.2001,Zotu.0203,Zotu.0150,Zotu.1486,Zotu.0036,Zotu.1876,Zotu.1227,Zotu.0443,Zotu.0510,Zotu.0529,Zotu.1866,Zotu.0234,Zotu.0426,Zotu.1555,Zotu.0215,Zotu.1074,Zotu.0857,Zotu.1320,Zotu.1395,Zotu.0054,Zotu.0062,Zotu.0046,Zotu.1447,Zotu.0043,Zotu.1249,Zotu.0284,Zotu.0016,Zotu.0124,Zotu.0097,Zotu.0235,Zotu.0070,Zotu.0303,Zotu.0193,Zotu.1433,Zotu.0323,Zotu.1250,Zotu.1997,Zotu.0509,Zotu.1587,Zotu.1936,Zotu.0256,Zotu.0034,Zotu.1473,Zotu.0348,Zotu.0141,Zotu.1706,Zotu.0122,Zotu.0969,Zotu.0089,Zotu.1189,Zotu.1001,Zotu.0391,Zotu.0903,Zotu.0252,Zotu.0081,Zotu.0862,Zotu.0693,Zotu.0554,Zotu.0707,Zotu.0800,Zotu.0750,Zotu.1440,Zotu.0634,Zotu.0160,Zotu.0818,Zotu.0288,Zotu.0271,Zotu.0024,Zotu.1225,Zotu.1925,Zotu.0247,Zotu.0008,Zotu.0067,Zotu.0080,Zotu.1734,Zotu.0583,Zotu.0053,Zotu.0138,Zotu.0073,Zotu.0115,Zotu.0219,Zotu.0035,Zotu.1132,Zotu.0808,Zotu.0713,Zotu.0082,Zotu.1260,Zotu.0165,Zotu.0799,Zotu.1465
LTS.MD1,0,1,0,0,3,746,0,0,0,0,0,0,0,0,0,781,0,1,0,0,0,0,390,0,0,364,0,0,0,0,0,82,33,247,0,0,0,0,247,196,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,2,0,629,0,0,215,0,0,0,0,0,0,0,0,0,406,0,0,0,4,0,0,266,0,0,0,0,0,0,10,0,0,5,1,2,8455,0,96,0,1,0,0,0,0,0,0,1622,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2661,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,131,0,0,0,0,165,0,111,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10959,0,294,158,0,0,0,5,0,0,2,0,0,0,0,0,0,2,0,2034,0,83,0,0,0,0,0,0,0,0,0,0,0,68,0,0,44,0,0,0,0,0,39,0,0,0,0,0,0,76,181,0,0,0,0,0,0,0,0,0,0,0,33,0,0,66,116,0,421,0,0,0,0,0,0,306,0,276,0,0,0,0,1,452,0,0,0,0,0,0,0,0,335,0,0,0,0,0,2,0,0,0,0,0,0,0,69,0,0,0,0,22,0,0,0,0,0,77,76,1,0,0,0,0,0,0,0,27,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,99,0,0,0,0,0,34,0,0,0,686,0,0,0,0,0,347,0,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,70,0,0,0,0,0,0,0,3,0,0,0,270,13,0,0,96,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,132,1,229,0,146,1930,0,1,0,0,0,0,0,0,0,0,0,74,0,0,1151,0,0,0,0,0,0,884,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,0,0,1106,0,0,151,5538,24,748,0,0,0,0,615,0,149,995,0,0,0,324,0,0,0,0
LTS.MD10,0,0,0,0,234,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,207,0,0,0,0,78,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,367,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,647,0,0,0,180,0,0,0,0,0,695,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,191,0,0,0,0,0,0,0,0,0,0,6,611,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,70,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,998,0,0,2156,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
LTS.MD11,0,0,0,0,0,735,0,0,0,97,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,152,72,527,0,98,0,0,201,0,0,0,0,261,0,0,0,0,0,305,0,0,0,64,0,0,0,0,0,0,0,0,46,0,0,0,0,0,20,0,0,0,0,0,0,0,227,0,81,0,0,128,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,182,65,0,0,0,0,0,0,0,0,0,0,0,0,77,32,0,0,0,953,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,304,0,125,0,5,143,0,0,0,0,0,0,0,0,0,0,0,1,3,1,699,0,469,329,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,70,20,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,14,227,0,232,170,0,0,0,658,0,0,0,0,0,282,0,0,0,183,0,0,542,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,85,68,44,0,0,61,0,0,85,42,0,0,0,380,535,0,0,0,0,0,0,0,0,0,0,0,579,0,0,138,163,0,203,0,0,0,0,0,0,17,0,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,74,266,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,2,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561,0,0,0,2,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,25,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,63,0,0,681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,1,0,0,0,0,3,22,281,0,160,3,0,0,0,240,0,47,0,0
LTS.MD12,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,306,0,0,0,144,0,1,0,0,499,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,502,0,0,0,0,80,0,0,2,0,366,0,651,0,0,0,0,0,0,0,30,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,56,0,153,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,154,0,0,0,0,0,0,3564,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,4710,75,0,0,0,0,0,0,0,0,0,1516,0,0,0,52,0,0,0,67,0,0,0,0,208,0,2,0,14,0,213,0,0,0,0,0,0,0,0,0,0,0,0,10,75,0,0,277,0,0,0,0,0,0,0,0,161,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194,0,0,0,0,0,0,0,0,0,0,0,0,1432,0,2,0,44,0,0,0,0,536,0,0,0,0,0,0,0,0,0,222,0,0,0,0,2279,0,0,0,0,0,0,1,0,0,1061,0,0,0,0,0,206,57,0,0,0,173,149,0,0,587,0,359,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
